Result Number,Widget,Data Source,Result Row,Source Page URL,Rawdate,Date parsed,Incident site,Jiv date raw,Jiv date parsed,Terrain,Cause,Est spill vol bbl,Cleanup status,Comments,Photo,Photo url,Jiv report,Jiv report url
423,shell_ng_spill_crawler,shell_ng_spill_crawler,423,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,02-Jan-13,1357084800000,10" Diebu Creek - Nun River Pipeline at Onyoma,05-Jan-13,1357344000000,Swamp,Sabotage/Theft,65,Recovery of spilled volume commenced on 6th January 2013 and was completed on 22nd January 2013. Cleanup of residual impacted area was completed on 9th May 2013.,Site Certification was completed on 28th June 2013.,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/911964_10in_DiebuCreek-NunRiver_pipeline_at_Onyoma_Photos.pdf,<a class="shell metrics_download" target="_blank" href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/911964_10in_DiebuCreek-NunRiver_pipeline_at_Onyoma_Photos.pdf">PDF</a>,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/911964_10in_DiebuCreek-NunRiver_pipeline_at_Onyoma_JIV.pdf,<a class="shell metrics_download" target="_blank" href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/911964_10in_DiebuCreek-NunRiver_pipeline_at_Onyoma_JIV.pdf">PDF</a>
424,shell_ng_spill_crawler,shell_ng_spill_crawler,424,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,7-Jan-13,1357516800000,24" Nkpoku - Bomu Pipeline at Sime,11-Jan-13,1357862400000,Swamp,Sabotage/Theft,5,Recovery of spilled volume was completed on 12th January 2013.,Cleanup of residual impacted area planned for completion in November 2013.,http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/913600_24in_Nkpoku-Bomu_pipeline_at_Sime_Photos.pdf,<a class="shell metrics_download" href="http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/913600_24in_Nkpoku-Bomu_pipeline_at_Sime_Photos.pdf">PDF</a>,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/913600_24in_Nkpoku-Bomu_pipeline_at_Sime_JIV.pdf,<a class="shell metrics_download" href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/913600_24in_Nkpoku-Bomu_pipeline_at_Sime_JIV.pdf">PDF</a>
425,shell_ng_spill_crawler,shell_ng_spill_crawler,425,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,8-Jan-13,1357603200000,Diebu Creek Well 15T Flowline at Peremabiri,17-Jan-13,1358380800000,Land,Sabotage/Theft,0.7,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 16th July 2013.,Site certification completed on 18th September 2013.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914193__DiebuCreek_Well15T_flowline_at_Peremabiri_Photos.pdf,<a class="shell metrics_download" href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914193__DiebuCreek_Well15T_flowline_at_Peremabiri_Photos.pdf">PDF</a>,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914193__DiebuCreek_Well15T_flowline_at_Peremabiri_JIV.pdf,<a class="shell metrics_download" href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914193__DiebuCreek_Well15T_flowline_at_Peremabiri_JIV.pdf">PDF</a>
426,shell_ng_spill_crawler,shell_ng_spill_crawler,426,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,9-Jan-13,1357689600000,24" Bomu - Bonny Pipeline at Mogho,10-Jan-13,1357776000000,Land,Sabotage/Theft,18,Recovery of spilled volume commenced on 10th January 2013 and was completed 6th February 2013.,Site certification completed on 29th October 2013.,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914544_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,<a class="shell metrics_download" href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914544_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf">PDF</a>,http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914544_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,<a class="shell metrics_download" href="http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/914544_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf">PDF</a>
427,shell_ng_spill_crawler,shell_ng_spill_crawler,427,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,14-Jan-13,1358121600000,8" Isimiri Pipeline at Uzuakwu,15-Jan-13,1358208000000,Land,Sabotage/Theft,201,Recovery of spilled volume was completed on 15th January 2013.,Remediation in progress. Site certification now planned for February 2014.,http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915808_8in_Isimiri-Imogate_pipeline_at_Uzuaku_Photos.pdf,<a class="shell metrics_download" href="http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915808_8in_Isimiri-Imogate_pipeline_at_Uzuaku_Photos.pdf">PDF</a>,http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915808_8in_Isimiri-Imogate_pipeline_at_Uzuaku_JIV.pdf,<a class="shell metrics_download" href="http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915808_8in_Isimiri-Imogate_pipeline_at_Uzuaku_JIV.pdf">PDF</a>
428,shell_ng_spill_crawler,shell_ng_spill_crawler,428,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,13-Jan-13,1358035200000,Kanbo Well 5L Flowline Right of Way,18-Jan-13,1358467200000,Swamp,Operational,4,Recovery of spilled volume was completed on 22nd January 2013. Cleanup of residual impacted area was completed on 25th June 2013.,JIV commenced on 18th January 2013 and was completed on 19th January 2013. Site certification was completed on 18th September 2013.,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915834_Kanbo_Well5LS_flowline_at_Amabulu_Photos.pdf,<a class="shell metrics_download" href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915834_Kanbo_Well5LS_flowline_at_Amabulu_Photos.pdf">PDF</a>,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915834_Kanbo_Well5LS_flowline_at_Amabulu_JIV.pdf,<a class="shell metrics_download" href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/915834_Kanbo_Well5LS_flowline_at_Amabulu_JIV.pdf">PDF</a>
429,shell_ng_spill_crawler,shell_ng_spill_crawler,429,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,21-Jan-13,1358726400000,Cawthorne Channel 1 Well 50S Flowline at Cawthorne Channel.,4-Mar-13,1362355200000,Swamp,Sabotage/Theft,26,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 26th July 2013.,Leak resulted from a missing Flowline section. Site Certification was completed on 20th August 2013.,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/918668_CawthorneChannel1_Well50S_flowline_at_Okpo-Ama_Photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/918668_CawthorneChannel1_Well50S_flowline_at_Okpo-Ama_Photos.pdf">PDF</a>,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/918668_CawthorneChannel1_Well50S_flowline_at_Okpo-Ama_JIV.pdf,<a target="_blank" class="shell metrics_download" href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/918668_CawthorneChannel1_Well50S_flowline_at_Okpo-Ama_JIV.pdf">PDF</a>
430,shell_ng_spill_crawler,shell_ng_spill_crawler,430,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/january.html,28-Jan-13,1359331200000,Opukushi Well 24T Flowline,31-Jan-13,1359590400000,Swamp,Operational,11,Recovery of spilled volume commenced on 31st January 2013 and was completed on 5th March 2013. Cleanup of residual impacted area was completed on 23rd May 2013.,Site Certification was completed on 18th June 2013.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/921622_Opukushi_Well24T_flowline_at_Agbidiama_Photos.pdf,<a class="shell metrics_download" href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/921622_Opukushi_Well24T_flowline_at_Agbidiama_Photos.pdf">PDF</a>,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/921622_Opukushi_Well24T_flowline_at_Agbidiama_JIV.pdf,<a class="shell metrics_download" href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/921622_Opukushi_Well24T_flowline_at_Agbidiama_JIV.pdf">PDF</a>
431,shell_ng_spill_crawler,shell_ng_spill_crawler,431,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,1-Sep-11,1314831600000,Well 34T Flowline at Opukushi,6-Sep-11,1315263600000,Swamp,Operational,4.64,Containment in place. Recovery of spilled volume completed on 18th September 2011. Cleanup of residual impacted area completed on 23rd of September 2011.,Post Cleanup inspection completed on 12th October 2011.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709344_Opukushi_Well_34_Flowline_at_Agbidiama_&_Egbemo_Angalabiri_Photos.pdf,<a target="_blank" href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709344_Opukushi_Well_34_Flowline_at_Agbidiama_&amp;_Egbemo_Angalabiri_Photos.pdf" class="shell metrics_download">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709344_Opukushi_Well_34_Flowline_at_Agbidiama_%26_Egbemo_Angalabiri_JIV_Report.pdf,<a target="_blank" href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709344_Opukushi_Well_34_Flowline_at_Agbidiama_%26_Egbemo_Angalabiri_JIV_Report.pdf" class="shell metrics_download">PDF</a>
432,shell_ng_spill_crawler,shell_ng_spill_crawler,432,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,3-Sep-11,1315004400000,14" Okordia-Rumuekpe Pipeline at Ikarama,9-Sep-11,1315522800000,Land,Sabotage / Theft,68.7,Recovery of spilled volume commenced on 12th September 2011 and was completed on 26th November 2011. Cleanup of residual impacted area was completed on 16th December 2011.,This is the 10th sabotage incident at Ikarama since the beginning of August 2011. Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 8th February 2012.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709129_14inch_Okordia_Rumuekpe_Pipeline_at_Ikarama_Photos.pdf,<a target="_blank" href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709129_14inch_Okordia_Rumuekpe_Pipeline_at_Ikarama_Photos.pdf">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709129_14inch_Okordia_Rumuekpe_Pipeline_at_Ikarama_JIV_Report.pdf,<a target="_blank" href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709129_14inch_Okordia_Rumuekpe_Pipeline_at_Ikarama_JIV_Report.pdf">PDF</a>
433,shell_ng_spill_crawler,shell_ng_spill_crawler,433,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,5-Sep-11,1315177200000,18" Assa-Rumuekpe Pipeline at Elele-Amini,13-Sep-11,1315868400000,Land,Sabotage / Theft,155,Recovery of spilled volume completed on 14th September 2011. Cleanup of residual impacted area completed on 20th September 2011.,Post cleanup inspection completed on 24th October 2011.,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709916_18inch_Assa_Rumuekpe_Pipeline_at_Elele_Alimini_Photos.pdf,<a target="_blank" href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709916_18inch_Assa_Rumuekpe_Pipeline_at_Elele_Alimini_Photos.pdf">PDF</a>,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709916_18inch_Assa_Rumuekpe_Pipeline_at_Elele_Alimini_JIV_Report.pdf,<a target="_blank" href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/709916_18inch_Assa_Rumuekpe_Pipeline_at_Elele_Alimini_JIV_Report.pdf">PDF</a>
434,shell_ng_spill_crawler,shell_ng_spill_crawler,434,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,7-Sep-11,1315350000000,Well 4T Flowline at Batan,12-Sep-11,1315782000000,Swamp,Operational,1.22,No recoverable oil was found on site.,JIV recommends no cleanup action required. Closed.,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/711029_Batan_Well_4T_6inch_Flowline_at_Batan_Photos.pdf,<a target="_blank" href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/711029_Batan_Well_4T_6inch_Flowline_at_Batan_Photos.pdf">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/711029_Batan_Well_4T_6inch_Flowline_at_Batan_JIV_Report.pdf,<a target="_blank" href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/711029_Batan_Well_4T_6inch_Flowline_at_Batan_JIV_Report.pdf">PDF</a>
435,shell_ng_spill_crawler,shell_ng_spill_crawler,435,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,8-Sep-11,1315436400000,Nun River Well 15 Flowline at Onyonma,14-Sep-11,1315954800000,Swamp,Sabotage / Theft,3.5,Containment in place. Recovery of spilled volume commenced on 27th September 2011 and was completed on 16th October 2011. Cleanup of residual impacted area was completed on 18th December 2011.,The cleanup of residual impacted areas which was originally planned for completion in October 2011 was suspended due to denial of access by the community. Site re-impacted following the Nun River Well 15 Flowline leak incident at Onyonma on 21st December 2011 . This incident is now closed. Clean up progress monitoring shall be via entry for the more recent incident of 21Jan2012. Post Cleanup Inspection completed on 26th March 2012.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713673_NunRiver_Well_15S_Flowline_at_Onyonma_Photos.pdf,<a target="_blank" href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713673_NunRiver_Well_15S_Flowline_at_Onyonma_Photos.pdf">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713673_NunRiver_Well_15_Flowline_at_Onyonma_JIV_Report.pdf,<a target="_blank" href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713673_NunRiver_Well_15_Flowline_at_Onyonma_JIV_Report.pdf">PDF</a>
436,shell_ng_spill_crawler,shell_ng_spill_crawler,436,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,12-Sep-11,1315782000000,Imo River 3 Well 1 Flowline at Ipu-West,14-Sep-11,1315954800000,Land,Sabotage / Theft,11.3,Recovery of spilled volume commenced on 24th September 2011 and was completed on 25th September 2011. Cleanup of residual impacted area completed on 10th October 2011.,Post Cleanup Inspection completed on 30th November 2011.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/712898_%20ImoRiver_III_Well_1T_Flowline_at_Ipu-West_Photos.pdf,<a target="_blank" href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/712898_ ImoRiver_III_Well_1T_Flowline_at_Ipu-West_Photos.pdf">PDF</a>,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/712898_ImoRiver_III_Well_1T_Flowline_at_Ipu-West_JIV_Report.pdf,<a target="_blank" href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/712898_ImoRiver_III_Well_1T_Flowline_at_Ipu-West_JIV_Report.pdf">PDF</a>
437,shell_ng_spill_crawler,shell_ng_spill_crawler,437,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/september.html,13-Sep-11,1315868400000,Adibawa Well 10 S Flowline at Edagberi,15-Sep-11,1316041200000,Land,Sabotage / Theft,1,No recoverable oil was found on site. Cleanup of residual impacted area completed on 18th November 2011.,Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 8th February 2012.,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713460_Adibawa_Well_10S_Flowline_at_Edagberi_Photos.pdf,<a target="_blank" href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713460_Adibawa_Well_10S_Flowline_at_Edagberi_Photos.pdf">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713460_Adibawa_Well_10S_Flowline_at_Edagberi_JIV_Report%20.pdf,<a target="_blank" href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/713460_Adibawa_Well_10S_Flowline_at_Edagberi_JIV_Report .pdf">PDF</a>
